image_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2007_003169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_003189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_003190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_003194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_003267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_003330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_003525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2007_003604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_003715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007_003742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_003872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_003910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_003991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_004081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_004538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_004663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_004951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_005368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_005428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007_005748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_005797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_006900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_006981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007_007161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007_007355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007480,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007_007531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_007818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_007996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_008106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007_008407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_008468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007_008664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_008714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_008921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_008964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_008994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_009015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007_009030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_009209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_009592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_009594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_009607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007_009618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_009654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_009665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007_009923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2008_000019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008_000036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000043,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008_000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_000783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_000805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008_000832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000834,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008_000839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008_000924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_000964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_000999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2008_001090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008_001296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2008_001340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008_001445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008_001470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008_001475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008_001498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
